dt_time,pm2.5cnc,pm10cnc,deviceid
2023-12-29 00:00:00,98.08,170.69,site_5963
2023-12-29 00:15:00,99.67,180.74,site_5963
2023-12-29 00:30:00,99.67,180.74,site_5963
2023-12-29 00:45:00,99.67,180.74,site_5963
2023-12-29 01:00:00,100.26,199.43,site_5963
2023-12-29 01:15:00,100.42,204.43,site_5963
2023-12-29 01:30:00,100.42,204.43,site_5963
2023-12-29 01:45:00,100.42,204.43,site_5963
2023-12-29 02:00:00,106.0,206.57,site_5963
2023-12-29 02:15:00,107.59,207.18,site_5963
2023-12-29 02:30:00,107.59,207.18,site_5963
2023-12-29 02:45:00,107.59,207.18,site_5963
2023-12-29 03:00:00,109.06,208.99,site_5963
2023-12-29 03:15:00,109.47,209.51,site_5963
2023-12-29 03:30:00,109.47,209.51,site_5963
2023-12-29 03:45:00,109.47,209.51,site_5963
2023-12-29 04:00:00,102.73,198.92,site_5963
2023-12-29 04:15:00,100.8,195.9,site_5963
2023-12-29 04:30:00,100.8,195.9,site_5963
2023-12-29 04:45:00,100.8,195.9,site_5963
2023-12-29 05:00:00,103.91,200.3,site_5963
2023-12-29 05:15:00,104.8,201.55,site_5963
2023-12-29 05:30:00,104.8,201.55,site_5963
2023-12-29 05:45:00,104.8,201.55,site_5963
2023-12-29 06:00:00,103.04,191.55,site_5963
2023-12-29 06:15:00,102.57,188.7,site_5963
2023-12-29 06:30:00,102.57,188.7,site_5963
2023-12-29 06:45:00,102.57,188.7,site_5963
2023-12-29 07:00:00,109.35,191.42,site_5963
2023-12-29 07:15:00,111.17,192.14,site_5963
2023-12-29 07:30:00,111.17,192.14,site_5963
2023-12-29 07:45:00,111.17,192.14,site_5963
2023-12-29 08:00:00,115.64,191.89,site_5963
2023-12-29 08:15:00,116.91,191.82,site_5963
2023-12-29 08:30:00,116.91,191.82,site_5963
2023-12-29 08:45:00,116.91,191.82,site_5963
2023-12-29 09:00:00,120.28,196.78,site_5963
2023-12-29 09:15:00,121.24,198.19,site_5963
2023-12-29 09:30:00,121.24,198.19,site_5963
