dt_time,pm2.5cnc,pm10cnc,deviceid
2023-12-29 00:00:00,100.05,173.48,site_5814
2023-12-29 00:15:00,107.55,186.24,site_5814
2023-12-29 00:30:00,107.55,186.24,site_5814
2023-12-29 00:45:00,107.55,186.24,site_5814
2023-12-29 01:00:00,108.04,192.64,site_5814
2023-12-29 01:15:00,108.68,201.01,site_5814
2023-12-29 01:30:00,108.68,201.01,site_5814
2023-12-29 01:45:00,108.68,201.01,site_5814
2023-12-29 02:00:00,112.05,210.65,site_5814
2023-12-29 02:15:00,116.45,223.25,site_5814
2023-12-29 02:30:00,116.45,223.25,site_5814
2023-12-29 02:45:00,116.45,223.25,site_5814
2023-12-29 03:00:00,119.95,222.34,site_5814
2023-12-29 03:15:00,124.33,221.2,site_5814
2023-12-29 03:30:00,124.33,221.2,site_5814
2023-12-29 03:45:00,124.33,221.2,site_5814
2023-12-29 04:00:00,120.81,218.65,site_5814
2023-12-29 04:15:00,116.4,215.48,site_5814
2023-12-29 04:30:00,116.4,215.48,site_5814
2023-12-29 04:45:00,116.4,215.48,site_5814
2023-12-29 05:00:00,118.39,220.93,site_5814
2023-12-29 05:15:00,120.89,228.07,site_5814
2023-12-29 05:30:00,120.89,228.07,site_5814
2023-12-29 05:45:00,120.89,228.07,site_5814
2023-12-29 06:00:00,121.75,225.38,site_5814
2023-12-29 06:15:00,122.83,221.87,site_5814
2023-12-29 06:30:00,122.83,221.87,site_5814
2023-12-29 06:45:00,122.83,221.87,site_5814
2023-12-29 07:00:00,122.18,214.89,site_5814
2023-12-29 07:15:00,121.33,205.76,site_5814
2023-12-29 07:30:00,121.33,205.76,site_5814
2023-12-29 07:45:00,121.33,205.76,site_5814
2023-12-29 08:00:00,119.56,210.82,site_5814
2023-12-29 08:15:00,117.25,217.14,site_5814
2023-12-29 08:30:00,117.25,217.14,site_5814
2023-12-29 08:45:00,117.25,217.14,site_5814
2023-12-29 09:00:00,115.56,213.11,site_5814
2023-12-29 09:15:00,113.46,208.06,site_5814
2023-12-29 09:30:00,113.46,208.06,site_5814
2023-12-29 09:45:00,113.46,208.06,site_5814
2023-12-29 10:00:00,111.78,210.7,site_5814
2023-12-29 10:15:00,109.59,214.0,site_5814
2023-12-29 10:30:00,109.59,214.0,site_5814
2023-12-29 10:45:00,109.59,214.0,site_5814
2023-12-29 11:00:00,109.49,213.67,site_5814
2023-12-29 11:15:00,109.37,213.25,site_5814
2023-12-29 11:30:00,109.37,213.25,site_5814
2023-12-29 11:45:00,109.37,213.25,site_5814
2023-12-29 12:00:00,105.73,205.27,site_5814
2023-12-29 12:15:00,101.17,195.29,site_5814
2023-12-29 12:30:00,101.17,195.29,site_5814
2023-12-29 12:45:00,101.17,195.29,site_5814
2023-12-29 13:00:00,100.55,187.14,site_5814
2023-12-29 13:15:00,99.78,176.47,site_5814
2023-12-29 13:30:00,99.78,176.47,site_5814
2023-12-29 13:45:00,99.78,176.47,site_5814
2023-12-29 14:00:00,96.57,177.06,site_5814
2023-12-29 14:15:00,108.24,207.92,site_5814
2023-12-29 14:30:00,132.23,253.99,site_5814
2023-12-29 14:45:00,132.23,253.99,site_5814
2023-12-29 15:00:00,111.29,209.86,site_5814
2023-12-29 15:15:00,83.91,152.16,site_5814
2023-12-29 15:30:00,83.91,152.16,site_5814
2023-12-29 15:45:00,83.91,152.16,site_5814
2023-12-29 16:00:00,84.71,149.68,site_5814
2023-12-29 16:15:00,85.76,146.45,site_5814
2023-12-29 16:30:00,85.76,146.45,site_5814
2023-12-29 16:45:00,85.76,146.45,site_5814
2023-12-29 17:00:00,89.01,152.4,site_5814
2023-12-29 17:15:00,93.08,160.19,site_5814
2023-12-29 17:30:00,93.08,160.19,site_5814
2023-12-29 17:45:00,93.08,160.19,site_5814
